class_val,area,fractal_dimension,core_area_index
2.0,1880.0,1.1297261381489634,81.17021276595744
2.0,719.0,1.1009672472314356,76.0778859527121
2.0,450.0,1.14818034975843,62.22222222222222
2.0,716.0,1.0841868690505212,78.91061452513966
2.0,2649.0,1.183760391695156,73.9524348810872
2.0,205.0,1.1040670837452378,60.48780487804878
2.0,281.0,1.0396449618939088,77.93594306049822
2.0,994.0,1.1083986901955811,79.37625754527163
2.0,158.0,1.1414792092690211,43.037974683544306
2.0,3730.0,1.1181085285819157,87.4798927613941
2.0,1087.0,1.0902687433545113,82.24471021159154
2.0,2888.0,1.1327000171015014,83.37950138504155
2.0,107.0,1.0272724799737385,69.1588785046729
2.0,148.0,1.0511833041359764,68.91891891891892
2.0,155.0,1.047775210380037,67.74193548387096
2.0,117.0,1.2024549326941978,14.52991452991453
2.0,481.0,1.074823897410873,77.54677754677755
2.0,227.0,1.0822274078504464,70.48458149779735
2.0,236.0,1.0520096673385957,72.88135593220339
2.0,7285.0,1.1255761606651669,89.82841455044613
2.0,119.0,1.0356690700180637,68.0672268907563
2.0,126.0,1.0786343508250331,57.93650793650794
2.0,228.0,1.038396924504925,73.24561403508773
2.0,338.0,1.0651449281231573,74.2603550295858
2.0,277.0,1.086013671502025,67.50902527075812
2.0,1852.0,1.1060304988124896,84.44924406047517
2.0,354.0,1.0804145160797884,72.31638418079096
2.0,143.0,1.0366068330801184,69.23076923076923
2.0,739.0,1.051964150749963,85.38565629228687
2.0,1925.0,1.1159301633119685,83.74025974025975
2.0,389.0,1.0438115317720695,80.97686375321337
2.0,57694.0,1.208172279349643,90.57094325233126
2.0,634.0,1.0668454330692636,81.86119873817034
2.0,381.0,1.0879271864816535,75.59055118110236
2.0,229.0,1.0601116559170694,75.54585152838428
2.0,2264.0,1.1173275774119897,83.96643109540636
2.0,332.0,1.0811133767726027,73.19277108433735
2.0,1958.0,1.0865394556487122,86.87436159346272
2.0,208.0,1.1029645176443366,63.46153846153846
2.0,123.0,1.060919295872159,62.60162601626016
2.0,187.0,1.0626666516713514,68.44919786096257
2.0,973.0,1.074932515121854,83.45323741007195
2.0,386.0,1.0761469879360828,73.05699481865285
2.0,853.0,1.0793219435532848,80.89097303634232
2.0,6604.0,1.154474310766726,86.09933373712902
2.0,407.0,1.0454029842395394,80.58968058968058
2.0,128.0,1.0401120232775654,67.96875
2.0,1388.0,1.1099332642523825,81.77233429394812
2.0,167.0,1.080469551072967,61.67664670658683
2.0,214.0,1.1095272715865032,56.54205607476636
2.0,1407.0,1.13017569342194,77.96730632551528
2.0,176.0,1.0570885598153146,70.45454545454545
2.0,1766.0,1.088584996407678,85.16421291053227
2.0,357.0,1.0759112748511208,73.66946778711484
2.0,444.0,1.1154976906751042,67.56756756756756
3.0,7473.0,1.1637765827287188,85.14652749899639
3.0,76622.0,1.1683577037340502,94.37237346976065
3.0,1059.0,1.040075905613682,87.62983947119925
3.0,9581.0,1.1664951292532708,86.70284938941656
3.0,32017.0,1.1370897502281287,93.97819908173783
3.0,202.0,1.0883973193900323,63.86138613861386
3.0,236.0,1.0934718187613204,63.559322033898304
3.0,108.0,1.0750241256424242,61.111111111111114
3.0,275.0,1.144758910231085,49.81818181818182
3.0,334.0,1.1353265786641211,53.59281437125748
3.0,142.0,1.0658647376130477,67.6056338028169
3.0,124.0,1.0603070288880767,65.3225806451613
3.0,214.0,1.141405281256471,41.12149532710281
3.0,124769.0,1.211302424247772,92.63599131194448
3.0,100.0,1.1267370805705355,34.0
3.0,186.0,1.1606927968177334,32.795698924731184
3.0,523.0,1.0738867653162347,79.73231357552581
3.0,1432.0,1.07114014269847,86.31284916201118
3.0,324.0,1.0438265931178021,79.62962962962963
3.0,444.0,1.1540453103836403,53.6036036036036
3.0,876.0,1.086308903524284,81.84931506849315
3.0,426.0,1.1690516947138654,51.40845070422535
3.0,669.0,1.1060165037616616,74.2899850523169
3.0,157.0,1.0546238356628632,68.15286624203821
3.0,13386.0,1.1780379218390984,87.34498730016435
3.0,129.0,1.0731381933323294,62.01550387596899
3.0,514.0,1.1226871014740953,67.8988326848249
3.0,922.0,1.1110929520721917,78.52494577006507
3.0,135.0,1.1057036084338916,54.81481481481482
3.0,115.0,1.0819723032955326,55.65217391304348
3.0,1547.0,1.1157185531634848,82.93471234647706
3.0,1638.0,1.1832986406302384,68.31501831501832
3.0,425.0,1.1037407235031838,69.88235294117646
3.0,10026.0,1.156165136772289,87.95132655096748
3.0,1278.0,1.0767770889625843,85.28951486697966
3.0,175.0,1.155672925611522,40.57142857142857
3.0,1665.0,1.1035310209636489,84.8048048048048
3.0,156.0,1.094493104584089,57.69230769230769
3.0,2238.0,1.0613445929689211,90.79535299374442
3.0,241.0,1.0778199653452007,69.29460580912863
3.0,1025.0,1.1354044027410388,77.36585365853658
3.0,183.0,1.0471151164212813,71.5846994535519
3.0,604.0,1.097224314534532,75.99337748344371
3.0,289.0,1.159062741510604,48.09688581314879
3.0,318.0,1.0280538694696537,79.24528301886792
3.0,2793.0,1.077840181582258,90.04654493376297
3.0,16630.0,1.135850344839582,92.09260372820205
3.0,349.0,1.1480895822764015,47.85100286532951
3.0,1813.0,1.1534524540529367,77.60617760617761
3.0,155.0,1.1186470020410555,50.32258064516129
3.0,139.0,1.0558457546129147,63.30935251798561
3.0,138.0,1.082177433132863,57.2463768115942
3.0,115.0,1.0432356423334,70.43478260869566
3.0,6102.0,1.1286599164540576,89.03638151425763
3.0,158.0,1.0719158192266514,64.55696202531645
3.0,183.0,1.1450662617990488,45.3551912568306
3.0,376.0,1.0835562263683636,73.40425531914893
3.0,197.0,1.0588470380745052,69.54314720812182
3.0,107.0,1.0672679208518245,55.14018691588785
3.0,226.0,1.0320105904244765,76.10619469026548
3.0,135.0,1.0871964189100645,60.0
3.0,1008.0,1.1082560041533798,79.26587301587301
3.0,588.0,1.0793348746280993,79.421768707483
3.0,281.0,1.0616845314758248,74.37722419928825
3.0,291.0,1.0946403664483646,69.0721649484536
3.0,26572.0,1.1333205230047059,93.44799036579859
3.0,421.0,1.0700232849619256,78.62232779097387
3.0,184.0,1.1145932068482938,57.06521739130435
3.0,1484.0,1.1034469908967364,82.81671159029649
3.0,4652.0,1.0708667444369275,92.15391229578675
3.0,670.0,1.0875378123815946,78.80597014925372
3.0,262.0,1.0901048096700583,65.26717557251908
3.0,2195.0,1.058011597638483,90.20501138952164
4.0,297236.0,1.1948945360398735,95.49751712443984
4.0,460735.0,1.2029681394431895,95.93605868883415
4.0,502.0,1.0799009326302942,76.69322709163346
4.0,358.0,1.0958586207375198,67.59776536312849
4.0,348.0,1.1528873597706852,54.310344827586206
4.0,179.0,1.0450179181297694,69.83240223463687
4.0,694.0,1.0396478992590759,84.72622478386167
4.0,330.0,1.050314812704362,77.87878787878788
4.0,372.0,1.0709964068634885,75.53763440860214
4.0,154.0,1.1514443426299845,37.66233766233766
4.0,536.0,1.0268272417107045,84.51492537313433
4.0,221.0,1.0891019063680245,65.61085972850678
4.0,135.0,1.0696819210082786,61.48148148148148
4.0,217.0,1.0384456777299755,75.57603686635944
4.0,122.0,1.048354611599296,69.67213114754098
4.0,379.0,1.0276323518668873,82.58575197889182
4.0,394.0,1.0608179994745868,77.41116751269035
4.0,343.0,1.0641055141055857,75.51020408163265
4.0,699.0,1.1675501552570344,60.22889842632332
