class_val,area,fractal_dimension,core_area_index
1,190.0544,1.1590252042202909,31.03448275862069
1,50.7904,1.0813360108365802,35.483870967741936
1,8822.784,1.2158305297111676,70.84493964716806
1,32.768,1.0705592633336767,15.0
1,19.6608,1.0236018415883357,25.0
1,29.4912,1.06774680879212,16.666666666666668
1,16.384,1.058764930925773,10.0
1,268.6976,1.1377471647385033,40.243902439024396
1,16.384,1.076315297445296,20.0
1,13.1072,1.0588235294117647,12.5
2,40.96,1.0909679733552158,24.0
2,57.344,1.0791756372409844,20.0
2,50.7904,1.0348478786919797,41.935483870967744
2,3440.64,1.2708325854392593,42.80952380952381
2,37.6832,1.0064941199755795,39.130434782608695
2,42.5984,1.069493568143118,19.23076923076923
2,21.2992,1.1081481678679534,0.0
2,165.4784,1.1156398476875313,41.584158415841586
2,483.328,1.1488524069483663,51.86440677966102
2,47.5136,1.1092843524807614,10.344827586206897
2,26.2144,1.0357697883208181,31.25
2,14.7456,1.0259048797612995,11.11111111111111
2,16.384,1.0391452903740417,10.0
2,13.1072,1.0588235294117647,0.0
2,16.384,1.1066854045595764,0.0
2,22.9376,1.0624184961821694,7.142857142857142
2,31.1296,1.0631826229027488,26.31578947368421
2,19.6608,1.0758546250240075,8.333333333333334
2,13.1072,1.0788147060520368,0.0
2,26.2144,1.120829204583371,0.0
2,16.384,1.0169023764343104,20.0
2,18.0224,1.06783866720341,0.0
2,2100.4288,1.2464856777167554,41.02964118564743
2,42.5984,1.118629484256535,11.538461538461538
2,16.384,1.058764930925773,10.0
2,22.9376,1.089486873328431,0.0
2,27.8528,1.1413350988450555,5.88235294117647
2,13.1072,1.0361594025950123,0.0
3,16.384,1.0391452903740417,10.0
3,5532.8768,1.1888889151526971,74.38554930411607
3,3314.4832,1.1555893119704188,75.33366287691547
3,32.768,1.0814244597295395,25.0
3,14.7456,1.0259048797612995,11.11111111111111
3,54.0672,1.076214601442916,36.36363636363636
3,360.448,1.1346905948157984,52.272727272727266
3,149.0944,1.1383403770868268,35.16483516483516
3,26.2144,1.1111111111111112,0.0
3,29.4912,1.0412185650613766,22.22222222222222
3,13.1072,1.0788147060520368,0.0
3,126.1568,1.0941510455036525,38.96103896103896
3,14.7456,1.0483447073000003,0.0
3,37.6832,1.0696528690443436,26.08695652173913
