class_val,area,fractal_dimension,core_area_index
1.0,0.13,1.0289589822763745,23.076923076923077
1.0,0.47,1.1420774141279786,21.27659574468085
1.0,0.01,1.0,0.0
2.0,0.01,1.0,0.0
2.0,0.42,1.1156777450706261,30.952380952380953
2.0,0.2,1.1178923199352069,15.0
2.0,18.8,1.1789192574512515,81.17021276595744
2.0,0.29,1.1288375921111284,10.344827586206897
2.0,7.19,1.1425455397448876,76.0778859527121
2.0,4.5,1.2118698328068649,62.22222222222222
2.0,0.63,1.094495857364853,46.03174603174603
2.0,7.16,1.1188679719513106,78.91061452513966
2.0,26.49,1.2515301186173189,73.9524348810872
2.0,0.11,1.053504204929471,9.090909090909092
2.0,2.05,1.1523384309040743,60.48780487804878
2.0,0.49,1.0718799556437477,48.97959183673469
2.0,2.81,1.0574681037437192,77.93594306049822
2.0,9.94,1.1517808431281704,79.37625754527163
2.0,1.58,1.2088718094928446,43.037974683544306
2.0,37.3,1.1605043292768977,87.4798927613941
2.0,10.87,1.1261164911842376,82.24471021159154
2.0,28.88,1.1813027660357405,83.37950138504155
2.0,0.01,1.0,0.0
2.0,1.07,1.040809279384494,69.1588785046729
2.0,1.48,1.0757301108493431,68.91891891891892
2.0,0.81,1.0817200741955666,54.32098765432099
2.0,1.55,1.0705778015929943,67.74193548387096
2.0,1.17,1.3019857503974475,14.52991452991453
2.0,4.81,1.1067852724602862,77.54677754677755
2.0,2.27,1.1199808145317518,70.48458149779735
2.0,2.36,1.0757968678600196,72.88135593220339
2.0,0.2,1.0983925374953762,25.0
2.0,0.44,1.1094911769345168,36.36363636363637
2.0,72.85,1.1684171566936388,89.82841455044613
2.0,1.19,1.0531730126083247,68.0672268907563
2.0,0.48,1.2317430900123865,10.416666666666666
2.0,1.26,1.1169891043575721,57.93650793650794
2.0,0.17,1.1223909746075629,5.882352941176471
2.0,0.32,1.1009052038561298,28.125
2.0,2.28,1.0560185392619026,73.24561403508773
2.0,3.38,1.0939133654490918,74.2603550295858
2.0,2.77,1.124736941375301,67.50902527075812
2.0,0.7,1.0995523808797336,51.42857142857143
